,artist_name,track_name,release_date,danceability,energy,key,loudness,mode,speechiness,accousticness,instrumentalness,liveness,valence,tempo,popularity,cluster
169,Future,Where Ya At (feat. Drake),2015-07-17,0.813,0.45299999999999996,1,-6.941,1,0.33799999999999997,0.0933,0.0,0.14,0.191,161.997,67,2
170,Bonkaz,What You Want,2018-01-19,0.741,0.838,1,-4.875,1,0.13,0.391,0.000126,0.321,0.627,107.98,0,7
171,Kanye West,Monster,2010-11-22,0.628,0.6920000000000001,2,-5.64,1,0.20199999999999999,0.00244,0.0129,0.6679999999999999,0.0963,124.887,72,4
172,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",2018-01-12,0.645,0.7170000000000001,1,-5.056,1,0.293,0.0008439999999999999,0.0,0.183,0.38299999999999995,137.136,0,7
173,Drake,Diamonds Dancing,2015-09-20,0.522,0.36200000000000004,1,-10.827,1,0.048,0.139,2.8300000000000003e-05,0.111,0.17,135.797,0,0
174,Kanye West,Homecoming,2007-09-11,0.679,0.754,8,-6.965,1,0.18600000000000003,0.32299999999999995,0.0,0.126,0.905,86.993,0,7
175,Kanye West,Real Friends,2016-06-10,0.441,0.7440000000000001,6,-6.247999999999999,0,0.47600000000000003,0.262,0.00038199999999999996,0.138,0.124,81.396,66,2
176,ANTHM,God of Joy,2012-06-14,0.765,0.736,11,-6.785,1,0.11,0.0886,0.0,0.128,0.6990000000000001,124.939,44,1
177,Grits,Ooh Ahh (My Life Be Like) (feat. Toby Mac),2002-08-06,0.757,0.862,2,-3.5189999999999997,1,0.0695,0.114,0.000192,0.285,0.823,99.021,73,1
178,Drake,Nice For What,2018-04-06,0.5670000000000001,0.9129999999999999,8,-6.471,1,0.0736,0.0934,0.000124,0.114,0.792,93.35,5,7
179,Bryson Tiller,Exchange,2015-10-02,0.525,0.433,6,-10.597999999999999,1,0.185,0.107,0.0,0.135,0.276,160.108,78,0
180,Jaden,Icon,2017-11-17,0.573,0.81,9,-5.088,0,0.374,0.228,0.0,0.474,0.46299999999999997,119.978,0,4
181,Fall Out Boy,Thnks fr th Mmrs,2007-01-01,0.45899999999999996,0.8909999999999999,10,-5.0569999999999995,0,0.0623,0.00511,0.0,0.106,0.588,154.83700000000002,0,3
182,G-Eazy,1942 (feat. Yo Gotti & YBN Nahmir),2018-04-12,0.821,0.629,4,-5.125,0,0.271,0.0202,0.0,0.0925,0.816,162.97299999999998,6,7
183,Das,Dubai Drip,2018-02-22,0.866,0.542,9,-7.907,1,0.327,0.0646,0.0,0.0963,0.389,100.006,0,2
184,Roy Jones Jr.,Can't Be Touched (feat. Mr. Magic & Trouble),2004-10-26,0.642,0.777,4,-4.809,0,0.094,0.00323,0.0,0.22699999999999998,0.413,96.986,73,1
185,Kasabian,Club Foot,2004-01-01,0.426,0.9159999999999999,0,-6.861000000000001,1,0.0638,0.0224,1.3699999999999998e-05,0.09300000000000001,0.11199999999999999,102.29700000000001,54,5
186,Joyner Lucas,I Don't Die,2018-05-02,0.743,0.8759999999999999,1,-4.3260000000000005,1,0.301,0.099,0.0,0.11900000000000001,0.574,149.041,64,3
187,Fall Out Boy,"This Ain't A Scene, It's An Arms Race",2007-01-01,0.435,0.887,9,-4.07,1,0.0636,0.0007469999999999999,0.0,0.0327,0.408,199.935,0,3
188,ScHoolboy Q,"3 on (feat. Tinashe, Drake)",2015-04-06,0.797,0.569,9,-8.554,1,0.11199999999999999,0.153,0.0,0.29600000000000004,0.51,101.02,0,7
189,Drake,I'm Upset,2018-05-26,0.899,0.5920000000000001,11,-7.901,0,0.33299999999999996,0.263,0.0,0.0831,0.504,149.953,1,2
190,Tyga,Taste (feat. Offset),2018-05-16,0.883,0.55,0,-7.5329999999999995,1,0.126,0.0245,0.0,0.10099999999999999,0.364,97.986,49,5
191,Kanye West,Hold My Liquor,2013-06-18,0.49700000000000005,0.322,8,-10.357999999999999,1,0.0333,0.0194,7.72e-06,0.115,0.04,106.976,64,0
192,Kanye West,Yikes,2018-06-01,0.6759999999999999,0.777,1,-3.241,0,0.35700000000000004,0.145,0.0,0.228,0.226,173.93099999999998,1,3
193,Kanye West,Heartless,2008-11-24,0.7879999999999999,0.647,6,-6.135,1,0.10800000000000001,0.0361,0.0,0.249,0.597,87.984,0,7
194,Tee Grizzley,Fuck It Off (feat. Chris Brown),2018-05-11,0.8009999999999999,0.578,1,-7.148,1,0.201,0.0728,0.0,0.185,0.126,100.03200000000001,61,5
195,VIC MENSA,Reverse (Ft. G-Eazy),2018-06-08,0.836,0.703,0,-4.732,1,0.107,0.0301,0.0,0.124,0.213,144.959,59,5
196,A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),2018-05-25,0.855,0.568,5,-8.2,0,0.105,0.0588,0.10400000000000001,0.0944,0.29100000000000004,80.027,47,5
197,Lloyd,Swimming Pools,2016-01-15,0.5770000000000001,0.606,9,-5.862,1,0.285,0.0819,0.0,0.214,0.204,147.534,45,2
198,Juice WRLD,Lucid Dreams,2018-05-23,0.511,0.5660000000000001,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.90299999999999,1,7
199,Meek Mill,Dreams and Nightmares,2012-10-26,0.631,0.774,11,-2.459,1,0.3,0.46799999999999997,0.0,0.281,0.44,79.745,72,1
200,Meek Mill,Left Hollywood,2017-05-06,0.45899999999999996,0.872,1,-4.493,1,0.491,0.16399999999999998,0.0,0.142,0.275,176.625,39,3
201,Meek Mill,"That's My N**** (with Meek Mill, YG & Snoop Dogg)",2017-12-15,0.723,0.732,11,-5.513999999999999,1,0.0864,0.11,0.0,0.484,0.503,104.991,73,1
202,Drake,Nonstop,2018-06-29,0.909,0.405,6,-8.133,0,0.14,0.0306,0.00698,0.105,0.455,154.984,1,2
203,Drake,8 Out Of 10,2018-06-29,0.534,0.684,11,-7.874,0,0.7170000000000001,0.16399999999999998,0.0,0.499,0.33799999999999997,170.416,0,2
204,Drake,Mob Ties,2018-06-29,0.755,0.575,4,-8.392000000000001,0,0.0673,0.0443,0.0012699999999999999,0.276,0.493,85.994,1,7
205,Drake,Can’t Take A Joke,2018-06-29,0.878,0.43200000000000005,10,-9.852,0,0.14300000000000002,0.040999999999999995,0.0,0.0571,0.441,86.956,1,2
206,Bousmara Division N°1,The Story Of Adidon,2018-06-08,0.478,0.735,0,-4.7860000000000005,1,0.48200000000000004,0.598,0.0,0.107,0.625,76.237,0,7
207,88rising,History,2018-07-18,0.5539999999999999,0.589,3,-8.163,0,0.231,0.613,0.00025699999999999996,0.0982,0.414,74.982,0,0
208,Tyga,SWISH,2018-07-25,0.884,0.541,11,-5.608,1,0.221,0.0831,0.0,0.11800000000000001,0.27399999999999997,105.009,68,5
209,Jordan Solomon,Kylie,2017-03-12,0.469,0.736,0,-5.94,1,0.319,0.11800000000000001,0.0,0.113,0.6920000000000001,92.03,28,7
210,YBN Nahmir,Rubbin off the Paint,2018-01-26,0.596,0.6990000000000001,1,-8.709,1,0.348,0.0058200000000000005,0.0,0.174,0.435,108.031,57,2
211,Jazz Cartier,Dead Or Alive,2015-09-18,0.456,0.7929999999999999,5,-5.569,1,0.65,0.175,0.0,0.16899999999999998,0.7070000000000001,205.34799999999998,60,3
212,Skepta,It Ain't Safe,2016-05-06,0.903,0.521,1,-8.174,1,0.318,0.00799,0.0,0.11900000000000001,0.7609999999999999,150.018,0,2
213,6ix9ine,FEFE (feat. Nicki Minaj & Murda Beatz),2018-07-22,0.9309999999999999,0.387,1,-9.127,1,0.41200000000000003,0.08800000000000001,0.0,0.136,0.376,125.978,3,2
214,Meek Mill,1 AM,2018-07-06,0.9009999999999999,0.65,2,-4.137,1,0.0981,0.0038,0.0,0.111,0.295,100.29799999999999,56,5
215,Kanye West,All Mine,2018-06-01,0.925,0.308,11,-6.562,0,0.33799999999999997,0.125,0.0,0.0933,0.265,122.09899999999999,1,2
216,P Money,Dun Know,2016-08-26,0.7070000000000001,0.812,0,-7.359,1,0.152,0.0814,0.0,0.0444,0.9279999999999999,135.97799999999998,25,7
217,Denzel Curry,CASH MANIAC | CAZH MAN1AC [FEAT. NYYJERYA],2018-07-27,0.544,0.6940000000000001,11,-6.648,0,0.428,0.0872,0.0,0.508,0.4,119.005,51,2
218,Denzel Curry,SUPER SAIYAN SUPERMAN | ZUPER ZA1YAN ZUPERMAN,2018-07-27,0.76,0.715,1,-7.127999999999999,1,0.0428,0.0543,9.07e-06,0.11900000000000001,0.0479,142.035,53,5
219,Rae Sremmurd,Powerglide (feat. Juicy J) - From SR3MM,2018-05-04,0.713,0.831,1,-4.75,0,0.15,0.0168,0.0,0.11800000000000001,0.584,173.94799999999998,70,3
220,KYLE,iSpy (feat. Lil Yachty) - No Intro,2017-06-02,0.728,0.633,0,-6.695,1,0.22699999999999998,0.41200000000000003,0.0,0.105,0.687,150.033,65,3
221,Juice WRLD,Lean Wit Me,2018-05-23,0.665,0.6509999999999999,1,-5.515,1,0.156,0.0414,0.0,0.0896,0.237,163.935,0,3
222,Travis Scott,SICKO MODE,2018-08-03,0.8340000000000001,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.00799999999998,87,3
223,YG,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",2018-05-25,0.743,0.33899999999999997,1,-7.678,1,0.409,0.0058200000000000005,0.0,0.0812,0.11800000000000001,203.92700000000002,0,2
224,Post Malone,Same Bitches (feat. G-Eazy & YG),2018-04-27,0.731,0.774,10,-5.273,0,0.0555,0.434,3.34e-06,0.114,0.21899999999999997,100.005,70,1
225,Migos,Walk It Talk It,2018-01-26,0.909,0.631,9,-5.447,1,0.205,0.0717,0.0,0.10800000000000001,0.39399999999999996,145.968,0,7
226,Quavo,WORKIN ME,2018-08-10,0.79,0.629,8,-4.055,1,0.142,0.182,7.06e-06,0.33799999999999997,0.267,170.023,58,3
227,J. Cole,Album of the Year - Freestyle,2018-08-07,0.705,0.816,10,-7.046,0,0.32,0.0805,0.0,0.47600000000000003,0.929,94.211,59,1
228,XXXTENTACION,SAD!,2018-03-16,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.12300000000000001,0.473,75.023,86,5
229,Nicki Minaj,Barbie Dreams,2018-08-10,0.852,0.787,8,-4.1339999999999995,0,0.33399999999999996,0.315,0.0,0.19399999999999998,0.701,87.976,48,1
230,Nipsey Hussle,Call from the Bank (feat. Mgmt),2013-10-02,0.679,0.821,8,-8.452,1,0.303,0.253,0.0,0.623,0.614,103.014,48,4
231,Denzel Curry,Zenith,2016-10-14,0.594,0.705,3,-5.276,0,0.0966,0.0871,0.0,0.154,0.21,91.715,51,5
232,Nicki Minaj,Chun-Li,2018-08-10,0.6859999999999999,0.728,6,-5.083,0,0.376,0.276,4.66e-05,0.106,0.473,128.972,50,2
233,Black Eyed Peas,Imma Be,2009-01-01,0.597,0.517,0,-6.962999999999999,1,0.365,0.179,0.0,0.307,0.41200000000000003,92.035,62,2
234,DJ BomaNdoki,Duppy Freestyle,2018-07-20,0.585,0.727,3,-9.658,0,0.23,0.106,0.0,0.18,0.255,93.62799999999999,0,7
235,Dizzee Rascal,Money Right,2018-09-14,0.8009999999999999,0.765,2,-5.944,1,0.16699999999999998,0.251,0.0,0.235,0.405,150.002,49,3
236,Dizzee Rascal,Spin Ya,2018-09-14,0.515,0.8759999999999999,1,-5.647,1,0.39299999999999996,0.14,0.0,0.741,0.619,177.32,28,4
237,Dizzee Rascal,Don't Gas Me,2018-09-14,0.875,0.938,11,-4.272,0,0.11599999999999999,0.16399999999999998,0.0,0.51,0.966,131.986,56,1
238,Denzel Curry,CLOUT COBAIN | CLOUT CO13A1N,2018-07-27,0.794,0.44799999999999995,10,-4.771,0,0.0539,0.591,0.0,0.109,0.588,120.055,71,1
239,Denzel Curry,BLACK METAL TERRORIST | 13 M T,2018-07-27,0.626,0.659,0,-8.324,0,0.129,0.0182,1.01e-06,0.348,0.11199999999999999,77.005,52,5
240,Tyga,Dip (feat. Nicki Minaj),2018-09-18,0.885,0.5429999999999999,2,-6.337999999999999,1,0.2,0.0311,0.0,0.154,0.43,99.02600000000001,57,5
241,Bryson Tiller,Canceled,2018-09-11,0.767,0.611,5,-5.172999999999999,0,0.0983,0.157,0.0116,0.0836,0.11,94.03399999999999,65,5
242,Dynoro,In My Mind,2018-06-08,0.675,0.75,6,-5.266,1,0.157,0.257,1.6899999999999997e-05,0.151,0.131,125.854,60,5
243,Lil Wayne,Mona Lisa (feat. Kendrick Lamar),2018-09-28,0.856,0.6940000000000001,2,-4.393,1,0.16899999999999998,0.371,0.0,0.109,0.489,122.08,68,5
244,Lil Wayne,Open Letter,2018-09-28,0.765,0.55,9,-6.2989999999999995,0,0.35700000000000004,0.0283,0.0,0.139,0.361,97.00399999999999,54,2
245,Lil Wayne,Used 2,2018-09-28,0.677,0.665,5,-6.949,1,0.48700000000000004,0.337,0.0,0.115,0.522,87.637,55,2
246,Logic,ICONIC (ft. Jaden Smith),2018-09-28,0.38799999999999996,0.777,1,-5.55,1,0.24100000000000002,0.00575,0.0,0.28800000000000003,0.192,175.933,59,3
247,G-Eazy,Endless Summer Freestyle (feat. YG),2018-10-02,0.662,0.7040000000000001,7,-4.062,1,0.46299999999999997,0.0893,0.0,0.785,0.514,85.882,44,4
248,Travis Scott,YOSEMITE,2018-08-03,0.785,0.5539999999999999,0,-6.571000000000001,1,0.0409,0.28300000000000003,3.4e-06,0.11599999999999999,0.14400000000000002,128.047,78,5
249,SHOTTY HORROH,Danger,2018-10-12,0.679,0.909,2,-3.553,1,0.0461,0.0263,0.0,0.287,0.498,102.11200000000001,27,7
250,Migos,T-Shirt,2017-01-27,0.865,0.687,10,-3.7439999999999998,0,0.217,0.242,0.0,0.158,0.486,139.023,69,1
251,Xavier Wulf,Check It out (Remix) [feat. Skepta],2018-01-10,0.851,0.526,9,-10.909,0,0.149,0.151,0.0,0.10300000000000001,0.6629999999999999,156.045,34,2
252,6LACK,Pretty Little Fears (feat. J. Cole),2018-09-14,0.61,0.45799999999999996,9,-11.335999999999999,1,0.36,0.696,0.000103,0.0852,0.24600000000000002,192.09900000000002,76,0
253,Lil Wayne,Uproar,2018-09-28,0.743,0.87,1,-2.188,1,0.212,0.0595,0.0,0.299,0.884,99.079,71,1
254,Lil Baby,"Never Recover (Lil Baby & Gunna, Drake)",2018-10-05,0.753,0.6859999999999999,1,-5.415,0,0.284,0.0677,0.0,0.193,0.8859999999999999,132.055,70,1
255,Migos,Bad and Boujee (feat. Lil Uzi Vert),2017-01-27,0.927,0.665,11,-5.313,1,0.244,0.061,0.0,0.12300000000000001,0.175,127.07600000000001,76,5
256,J. Cole,KOD,2018-04-20,0.823,0.7829999999999999,0,-6.274,1,0.154,0.21,0.0,0.113,0.19899999999999998,141.882,71,5
257,Skepta,Track 12,2012-12-16,0.733,0.703,2,-7.428999999999999,1,0.154,0.0357,0.0,0.1,0.535,140.039,0,7
258,BROCKHAMPTON,NEW ORLEANS,2018-09-21,0.639,0.815,11,-4.962,0,0.252,0.23199999999999998,0.0,0.299,0.4,159.903,56,3
259,Lil Baby,Yes Indeed,2018-05-18,0.963,0.34600000000000003,5,-9.309,0,0.53,0.0355,0.0,0.10800000000000001,0.562,119.95700000000001,79,2
260,Tyga,Dope,2013-01-01,0.584,0.531,0,-6.907,1,0.375,0.0115,0.0,0.126,0.34600000000000003,94.90700000000001,49,2
261,Juice WRLD,Armed And Dangerous,2018-12-10,0.736,0.67,10,-6.702000000000001,1,0.311,0.18600000000000003,0.0,0.114,0.845,130.032,81,2
262,Kendrick Lamar,"Bitch, Don’t Kill My Vibe",2012-10-22,0.5870000000000001,0.698,1,-8.948,1,0.0943,0.0152,0.0,0.442,0.0985,133.954,66,5
263,A$AP Rocky,Ghetto Symphony,2013-01-11,0.483,0.9259999999999999,6,-3.361,1,0.42200000000000004,0.265,0.0,0.529,0.523,128.137,0,4
264,The Notorious B.I.G.,Juicy - 2005 Remaster,1994-09-13,0.889,0.816,9,-4.67,1,0.247,0.47200000000000003,0.0,0.204,0.777,96.056,76,1
265,The Notorious B.I.G.,Hypnotize - 2007 Remaster,2007-03-05,0.895,0.6940000000000001,9,-4.3839999999999995,1,0.275,0.17600000000000002,0.0,0.292,0.632,93.944,69,1
266,XXXTENTACION,changes,2018-03-16,0.669,0.308,11,-10.068,1,0.028999999999999998,0.883,0.0,0.0984,0.52,64.934,85,0
267,Jaden,Plastic,2018-11-17,0.759,0.733,10,-7.015,0,0.165,0.201,0.0,0.13,0.41100000000000003,144.96,52,1
268,The Carters,APESHIT,2018-06-18,0.706,0.785,2,-6.475,1,0.271,0.0131,0.0,0.16399999999999998,0.377,160.033,67,3
269,Nicki Minaj,Truffle Butter,2014-12-15,0.89,0.667,2,-6.862,1,0.0521,0.0579,2.97e-05,0.10800000000000001,0.522,105.09899999999999,65,5
270,Kanye West,Feedback,2016-06-10,0.8109999999999999,0.5660000000000001,8,-6.0329999999999995,0,0.517,0.563,0.0,0.10400000000000001,0.16899999999999998,100.22399999999999,61,2
271,VIC MENSA,Dark Things,2018-12-14,0.5720000000000001,0.5770000000000001,10,-6.044,0,0.135,0.00893,0.0,0.166,0.25,161.905,50,3
272,Meek Mill,Going Bad (feat. Drake),2018-11-30,0.889,0.496,4,-6.365,0,0.0905,0.259,0.0,0.252,0.544,86.00299999999999,82,5
273,Meek Mill,Intro,2018-11-30,0.6779999999999999,0.76,1,-5.546,1,0.221,0.0557,0.0,0.359,0.24,96.044,57,5
274,Meek Mill,Trauma,2018-11-30,0.682,0.639,8,-4.406000000000001,1,0.292,0.0284,0.0,0.19699999999999998,0.183,89.09,52,5
275,Meek Mill,Championships,2018-11-30,0.488,0.8029999999999999,6,-4.165,0,0.205,0.0786,0.0,0.215,0.319,167.329,54,3
276,Meek Mill,Tic Tac Toe (feat. Kodak Black),2018-11-30,0.821,0.72,10,-4.606,0,0.222,0.00902,7.07e-06,0.158,0.285,150.039,55,1
277,Meek Mill,Pay You Back (feat. 21 Savage),2018-11-30,0.821,0.6940000000000001,9,-5.169,1,0.22899999999999998,0.03,0.0,0.41100000000000003,0.23,85.04700000000001,54,5
278,JID,Westbrook (with A$AP Ferg),2018-11-26,0.621,0.779,1,-4.354,1,0.406,0.0454,0.0,0.0479,0.43200000000000005,90.72200000000001,55,5
279,Thutmose,Let Em Go,2018-10-24,0.826,0.7190000000000001,1,-5.084,1,0.0736,0.341,0.0,0.27399999999999997,0.6729999999999999,113.35,0,7
280,XXXTENTACION,Arms Around You (feat. Maluma & Swae Lee),2018-10-25,0.703,0.723,9,-5.45,0,0.0412,0.0302,2.06e-06,0.126,0.28800000000000003,104.969,74,1
281,A^K,Sippin' Yak,2015-11-04,0.759,0.892,5,-5.118,0,0.0801,0.0202,0.0,0.185,0.42700000000000005,99.98,51,1
282,FISHER,Losing It,2018-07-13,0.76,0.9640000000000001,2,-5.843999999999999,1,0.0577,0.0018100000000000002,0.703,0.0975,0.643,125.00299999999999,76,6
283,A Boogie Wit da Hoodie,Startender (feat. Offset and Tyga),2018-12-21,0.736,0.622,6,-4.6530000000000005,0,0.133,0.0235,0.0,0.151,0.506,191.97099999999998,67,3
284,A Boogie Wit da Hoodie,Bosses and Workers (feat. Don Q and Trap Manny),2018-12-21,0.8420000000000001,0.605,1,-6.292999999999999,0,0.0559,0.358,0.0,0.0843,0.591,130.02700000000002,54,1
285,Post Malone,Wow.,2018-12-24,0.833,0.539,11,-7.399,0,0.17800000000000002,0.163,2.1000000000000002e-06,0.10099999999999999,0.385,99.947,22,2
286,Mustard,Pure Water (with Migos),2019-01-16,0.68,0.5589999999999999,0,-5.545,1,0.129,0.172,0.0,0.318,0.13699999999999998,202.00599999999997,5,3
287,Dave,Funky Friday,2018-10-04,0.975,0.535,1,-7.227,1,0.196,0.0783,0.0,0.107,0.6709999999999999,125.066,68,5
288,DJ BomaNdoki,Ric Flair Drip (Freestyle),2019-01-04,0.583,0.561,1,-7.0489999999999995,0,0.33399999999999996,0.11599999999999999,0.0,0.121,0.317,98.80799999999999,0,2
289,J. Cole,MIDDLE CHILD,2019-01-23,0.8370000000000001,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.46299999999999997,123.984,82,2
290,Drake,Free Smoke,2017-03-18,0.736,0.491,10,-6.892,0,0.439,0.0681,0.0,0.5710000000000001,0.203,141.97899999999998,63,2
291,Rich The Kid,Plug Walk,2018-03-30,0.8759999999999999,0.519,11,-6.531000000000001,1,0.14300000000000002,0.20199999999999999,0.0,0.10800000000000001,0.158,94.98100000000001,75,5
292,21 Savage,a lot,2018-12-24,0.8370000000000001,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.27399999999999997,145.972,57,5
293,21 Savage,gun smoke,2018-12-24,0.809,0.461,10,-5.6770000000000005,0,0.0907,0.0008320000000000001,4.429999999999999e-05,0.14300000000000002,0.325,85.992,50,5
294,21 Savage,asmr,2018-12-24,0.84,0.5429999999999999,1,-7.7379999999999995,1,0.47600000000000003,0.0399,0.0,0.11699999999999999,0.161,170.067,52,2
295,21 Savage,1.5,2018-12-24,0.885,0.52,1,-8.353,1,0.359,0.000244,1.16e-06,0.45399999999999996,0.306,84.022,50,2
296,21 Savage,all my friends,2018-12-24,0.713,0.62,0,-4.513,1,0.0422,0.171,1.16e-06,0.11800000000000001,0.20600000000000002,130.09,52,5
297,21 Savage,can't leave without it,2018-12-24,0.872,0.591,6,-6.952000000000001,0,0.359,0.111,0.0,0.14400000000000002,0.696,131.982,55,2
298,Future,Fine China,2018-10-19,0.6559999999999999,0.542,7,-7.358,1,0.32299999999999995,0.0484,0.0,0.126,0.551,166.111,77,2
299,Juice WRLD,Robbery,2019-02-13,0.669,0.6829999999999999,2,-5.17,1,0.054000000000000006,0.278,0.0,0.268,0.579,159.996,0,7
300,21 Savage,Bank Account,2017-09-23,0.884,0.34600000000000003,8,-8.228,0,0.35100000000000003,0.0151,7.04e-06,0.0871,0.376,75.016,79,2
301,DJ BomaNdoki,Taste Freestyle,2018-07-20,0.89,0.452,1,-10.249,1,0.22899999999999998,0.0225,0.0,0.331,0.40299999999999997,98.046,0,2
302,Famous Dex,PICK IT UP (feat. A$AP Rocky),2018-04-06,0.9209999999999999,0.467,1,-8.443,1,0.11900000000000001,0.0149,0.00023799999999999998,0.33399999999999996,0.287,135.995,69,5
303,Sheck Wes,Mo Bamba,2018-10-05,0.7290000000000001,0.625,4,-5.266,1,0.0315,0.19399999999999998,0.009859999999999999,0.248,0.261,146.034,78,5
304,J. Cole,ATM,2018-04-20,0.772,0.498,8,-7.6610000000000005,1,0.649,0.115,0.0,0.0898,0.35100000000000003,81.817,67,2
305,Drake,Childs Play,2016-05-06,0.746,0.475,10,-11.243,0,0.113,0.0175,1.1e-05,0.19699999999999998,0.292,80.006,65,5
306,KIDS SEE GHOSTS,4th Dimension,2018-06-08,0.765,0.542,1,-6.755,1,0.39,0.278,1.87e-05,0.609,0.7340000000000001,171.945,68,2
307,Bobby Shmurda,Hot N*gga,2014-07-25,0.794,0.51,9,-7.314,1,0.42,0.0505,1.81e-06,0.0562,0.18,167.87900000000002,72,2
308,Tee Grizzley,From The D To The A (feat. Lil Yachty),2017-03-17,0.851,0.625,10,-5.417000000000001,0,0.303,0.195,0.0,0.266,0.6679999999999999,99.061,72,1
309,21 Savage,Ghostface Killers,2017-10-30,0.782,0.436,2,-7.0329999999999995,1,0.155,0.331,1.3000000000000001e-05,0.342,0.243,82.994,72,5
310,Lil Baby,Drip Too Hard (Lil Baby & Gunna),2018-10-05,0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.389,112.51100000000001,82,2
311,YBN Nahmir,Bounce Out With That,2018-09-07,0.8640000000000001,0.664,8,-7.315,1,0.10400000000000001,0.0476,0.0,0.0863,0.381,94.932,70,5
312,Octavian,Bet (feat. Skepta & Michael Phantom),2019-02-27,0.855,0.594,8,-8.652000000000001,0,0.489,0.00128,3.43e-05,0.145,0.8340000000000001,78.079,60,2
313,Lil Skies,I,2019-03-01,0.649,0.45299999999999996,6,-7.28,1,0.085,0.627,0.0,0.11599999999999999,0.431,99.18299999999999,77,0
314,Comethazine,Walk (Remix),2019-03-18,0.813,0.586,2,-10.478,1,0.379,0.0547,0.0,0.23800000000000002,0.7979999999999999,160.043,60,2
315,Tory Lanez,Freaky,2019-03-15,0.966,0.563,8,-5.763999999999999,1,0.0618,0.00202,0.0,0.105,0.363,104.991,63,5
316,Lil Nas X,Old Town Road (feat. Billy Ray Cyrus) - Remix,2019-04-05,0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041,14,7
317,Metro Boomin,10 Freaky Girls (with 21 Savage),2018-11-06,0.81,0.353,6,-9.931000000000001,0,0.31,0.588,0.0,0.102,0.0727,88.031,76,0
318,Ambush Buzzworl,Jumpy Remix,2018-07-20,0.685,0.818,10,-5.317,1,0.446,0.0756,0.0,0.083,0.599,126.90899999999999,0,2
319,6ix9ine,KIKA,2018-11-27,0.745,0.715,1,-3.3680000000000003,0,0.245,0.128,0.0,0.182,0.342,94.51299999999999,3,7
320,Ski Mask The Slump God,Faucet Failure,2018-11-30,0.935,0.552,10,-9.373,0,0.335,0.111,0.0,0.0952,0.615,99.993,78,2
321,Metro Boomin,Space Cadet (feat. Gunna),2018-11-02,0.9009999999999999,0.46399999999999997,5,-9.789,0,0.0645,0.368,1.7100000000000002e-05,0.23800000000000002,0.638,109.00399999999999,0,7
322,Offset,How Did I Get Here (feat. J. Cole),2019-02-22,0.883,0.544,2,-7.92,1,0.233,0.507,1.6e-06,0.08,0.114,129.993,59,0
323,Rich The Kid,Splashin,2018-12-04,0.9420000000000001,0.38299999999999995,10,-8.099,1,0.565,0.00195,0.0,0.0922,0.38,100.021,2,2
324,City Girls,Act Up,2018-11-16,0.938,0.638,8,-4.696000000000001,1,0.188,0.0171,0.0,0.111,0.313,97.07,0,7
325,NAV,Tap (feat. Meek Mill),2019-03-26,0.9009999999999999,0.6759999999999999,2,-7.0329999999999995,1,0.251,0.0646,0.0,0.0863,0.452,85.01799999999999,71,5
326,A$AP Rocky,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",2015-05-26,0.39399999999999996,0.6609999999999999,4,-8.684,1,0.192,0.00996,0.0,0.34299999999999997,0.335,149.81799999999998,74,3
327,Meek Mill,Niggas in Paris,2012-08-13,0.7170000000000001,0.7609999999999999,1,-6.712000000000001,1,0.371,0.0579,0.0,0.35700000000000004,0.905,139.914,60,2
328,KAMI,Reboot (feat. Chance the Rapper & Joey Purp),2018-09-14,0.8240000000000001,0.5429999999999999,6,-7.011,0,0.174,0.0411,2.68e-05,0.0908,0.299,156.94299999999998,36,2
329,Paris Shadows,Po'ed Up (feat. Gunna),2018-04-04,0.753,0.78,9,-5.835,1,0.0826,0.0258,0.0,0.0694,0.534,163.96200000000002,54,3
330,AJ Tracey,Packages,2016-02-22,0.713,0.5720000000000001,2,-10.509,1,0.401,0.0104,0.0,0.39299999999999996,0.152,145.122,2,2
331,Kanye West,I'm In It,2013-06-18,0.485,0.604,1,-4.591,1,0.345,0.141,0.0,0.0668,0.45,170.33700000000002,56,3
332,Kanye West,Bound 2,2013-06-18,0.36700000000000005,0.665,1,-2.821,1,0.0465,0.145,0.0,0.113,0.31,148.91299999999998,72,3
333,6ix9ine,TATI,2018-11-27,0.779,0.767,11,-5.462000000000001,0,0.258,0.00214,0.0,0.102,0.523,91.98100000000001,0,7
334,Sage The Gemini,College Drop,2014-03-25,0.92,0.8809999999999999,1,-6.03,0,0.129,0.0637,6.47e-05,0.2,0.7290000000000001,100.00299999999999,0,7
335,6ix9ine,KOODA,2018-04-10,0.885,0.6409999999999999,1,-4.455,1,0.35100000000000003,0.175,0.0,0.23399999999999999,0.201,91.167,65,5
